DISTRIBUCIÓN CONJUNTA
Número de variables: 25
Número de configuraciones: 33554432
------------------------------------------------------------
Distribución demasiado grande para mostrar completa (33554432 configuraciones).
Mostrando solo las primeras y últimas 5 configuraciones:

X1 X2 X3 X4 X5 X6 X7 X8 X9 X10 X11 X12 X13 X14 X15 X16 X17 X18 X19 X20 X21 X22 X23 X24 X25 | Probabilidad
0	0	0	0	0	1	0	1	1	1	| 0.000806
0	0	0	0	0	1	1	0	0	0	| 0.000858
0	0	0	0	0	1	1	0	0	1	| 0.000897
0	0	0	0	0	1	1	0	1	0	| 0.000826
0	0	0	0	0	1	1	0	1	1	| 0.000827
0	0	0	0	0	1	1	1	0	0	| 0.000783
0	0	0	0	0	1	1	1	0	1	| 0.001053
0	0	0	0	0	1	1	1	1	0	| 0.001152
0	0	0	0	0	1	1	1	1	1	| 0.000703
0	0	0	0	1	0	0	0	0	0	| 0.001258
0	0	0	0	1	0	0	0	0	1	| 0.000925
0	0	0	0	1	0	0	0	1	0	| 0.001191
0	0	0	0	1	0	0	0	1	1	| 0.001133
0	0	0	0	1	0	0	1	0	0	| 0.000726
0	0	0	0	1	0	0	1	0	1	| 0.001012
0	0	0	0	1	0	0	1	1	0	| 0.000886
0	0	0	0	1	0	0	1	1	1	| 0.001116
0	0	0	0	1	0	1	0	0	0	| 0.001123
0	0	0	0	1	0	1	0	0	1	| 0.001053
0	0	0	0	1	0	1	0	1	0	| 0.000979
0	0	0	0	1	0	1	0	1	1	| 0.000875
0	0	0	0	1	0	1	1	0	0	| 0.001091
0	0	0	0	1	0	1	1	0	1	| 0.001117
0	0	0	0	1	0	1	1	1	0	| 0.000861
0	0	0	0	1	0	1	1	1	1	| 0.001021
0	0	0	0	1	1	0	0	0	0	| 0.000692
0	0	0	0	1	1	0	0	0	1	| 0.000991
0	0	0	0	1	1	0	0	1	0	| 0.001300
0	0	0	0	1	1	0	0	1	1	| 0.000880
0	0	0	0	1	1	0	1	0	0	| 0.001180
0	0	0	0	1	1	0	1	0	1	| 0.000966
0	0	0	0	1	1	0	1	1	0	| 0.000957
0	0	0	0	1	1	0	1	1	1	| 0.001135
0	0	0	0	1	1	1	0	0	0	| 0.001156
0	0	0	0	1	1	1	0	0	1	| 0.000854
0	0	0	0	1	1	1	0	1	0	| 0.000981
0	0	0	0	1	1	1	0	1	1	| 0.000933
0	0	0	0	1	1	1	1	0	0	| 0.000876
0	0	0	0	1	1	1	1	0	1	| 0.000838
0	0	0	0	1	1	1	1	1	0	| 0.001009
0	0	0	0	1	1	1	1	1	1	| 0.001057
0	0	0	1	0	0	0	0	0	0	| 0.000959
0	0	0	1	0	0	0	0	0	1	| 0.001185
0	0	0	1	0	0	0	0	1	0	| 0.000878
0	0	0	1	0	0	0	0	1	1	| 0.001067
0	0	0	1	0	0	0	1	0	0	| 0.000992
0	0	0	1	0	0	0	1	0	1	| 0.000908
0	0	0	1	0	0	0	1	1	0	| 0.000943
0	0	0	1	0	0	0	1	1	1	| 0.000999
0	0	0	1	0	0	1	0	0	0	| 0.000959
0	0	0	1	0	0	1	0	0	1	| 0.001078
0	0	0	1	0	0	1	0	1	0	| 0.000770
0	0	0	1	0	0	1	0	1	1	| 0.000904
0	0	0	1	0	0	1	1	0	0	| 0.000957
0	0	0	1	0	0	1	1	0	1	| 0.000865
0	0	0	1	0	0	1	1	1	0	| 0.000950
0	0	0	1	0	0	1	1	1	1	| 0.001073
0	0	0	1	0	1	0	0	0	0	| 0.001167
0	0	0	1	0	1	0	0	0	1	| 0.001069
0	0	0	1	0	1	0	0	1	0	| 0.001229
0	0	0	1	0	1	0	0	1	1	| 0.001128
0	0	0	1	0	1	0	1	0	0	| 0.000848
0	0	0	1	0	1	0	1	0	1	| 0.000969
0	0	0	1	0	1	0	1	1	0	| 0.001003
0	0	0	1	0	1	0	1	1	1	| 0.001162
0	0	0	1	0	1	1	0	0	0	| 0.000835
0	0	0	1	0	1	1	0	0	1	| 0.000996
0	0	0	1	0	1	1	0	1	0	| 0.000948
0	0	0	1	0	1	1	0	1	1	| 0.000813
0	0	0	1	0	1	1	1	0	0	| 0.000968
0	0	0	1	0	1	1	1	0	1	| 0.001219
0	0	0	1	0	1	1	1	1	0	| 0.000994
0	0	0	1	0	1	1	1	1	1	| 0.001223
0	0	0	1	1	0	0	0	0	0	| 0.001182
0	0	0	1	1	0	0	0	0	1	| 0.000998
0	0	0	1	1	0	0	0	1	0	| 0.001098
0	0	0	1	1	0	0	0	1	1	| 0.001111
0	0	0	1	1	0	0	1	0	0	| 0.001026
0	0	0	1	1	0	0	1	0	1	| 0.001128
0	0	0	1	1	0	0	1	1	0	| 0.001017
0	0	0	1	1	0	0	1	1	1	| 0.000992
0	0	0	1	1	0	1	0	0	0	| 0.001044
0	0	0	1	1	0	1	0	0	1	| 0.000935
0	0	0	1	1	0	1	0	1	0	| 0.000955
0	0	0	1	1	0	1	0	1	1	| 0.001043
0	0	0	1	1	0	1	1	0	0	| 0.000958
0	0	0	1	1	0	1	1	0	1	| 0.001020
0	0	0	1	1	0	1	1	1	0	| 0.000843
0	0	0	1	1	0	1	1	1	1	| 0.001083
0	0	0	1	1	1	0	0	0	0	| 0.000950
0	0	0	1	1	1	0	0	0	1	| 0.000949
0	0	0	1	1	1	0	0	1	0	| 0.000919
0	0	0	1	1	1	0	0	1	1	| 0.001091
0	0	0	1	1	1	0	1	0	0	| 0.001005
0	0	0	1	1	1	0	1	0	1	| 0.001034
0	0	0	1	1	1	0	1	1	0	| 0.000960
0	0	0	1	1	1	0	1	1	1	| 0.001114
0	0	0	1	1	1	1	0	0	0	| 0.001086
0	0	0	1	1	1	1	0	0	1	| 0.001099
0	0	0	1	1	1	1	0	1	0	| 0.000962
0	0	0	1	1	1	1	0	1	1	| 0.001084
0	0	0	1	1	1	1	1	0	0	| 0.000820
0	0	0	1	1	1	1	1	0	1	| 0.000937
0	0	0	1	1	1	1	1	1	0	| 0.000946
0	0	0	1	1	1	1	1	1	1	| 0.001048
0	0	1	0	0	0	0	0	0	0	| 0.000942
0	0	1	0	0	0	0	0	0	1	| 0.000981
0	0	1	0	0	0	0	0	1	0	| 0.000917
0	0	1	0	0	0	0	0	1	1	| 0.000857
0	0	1	0	0	0	0	1	0	0	| 0.000866
0	0	1	0	0	0	0	1	0	1	| 0.001012
0	0	1	0	0	0	0	1	1	0	| 0.000947
0	0	1	0	0	0	0	1	1	1	| 0.000779
0	0	1	0	0	0	1	0	0	0	| 0.000934
0	0	1	0	0	0	1	0	0	1	| 0.000939
0	0	1	0	0	0	1	0	1	0	| 0.000979
0	0	1	0	0	0	1	0	1	1	| 0.001038
0	0	1	0	0	0	1	1	0	0	| 0.000795
0	0	1	0	0	0	1	1	0	1	| 0.001188
0	0	1	0	0	0	1	1	1	0	| 0.000966
0	0	1	0	0	0	1	1	1	1	| 0.000986
0	0	1	0	0	1	0	0	0	0	| 0.000871
0	0	1	0	0	1	0	0	0	1	| 0.001083
0	0	1	0	0	1	0	0	1	0	| 0.000680
0	0	1	0	0	1	0	0	1	1	| 0.001132
0	0	1	0	0	1	0	1	0	0	| 0.000859
0	0	1	0	0	1	0	1	0	1	| 0.000782
0	0	1	0	0	1	0	1	1	0	| 0.000954
0	0	1	0	0	1	0	1	1	1	| 0.001139
0	0	1	0	0	1	1	0	0	0	| 0.001034
0	0	1	0	0	1	1	0	0	1	| 0.000610
0	0	1	0	0	1	1	0	1	0	| 0.000966
0	0	1	0	0	1	1	0	1	1	| 0.000946
0	0	1	0	0	1	1	1	0	0	| 0.000903
0	0	1	0	0	1	1	1	0	1	| 0.001035
0	0	1	0	0	1	1	1	1	0	| 0.000867
0	0	1	0	0	1	1	1	1	1	| 0.000935
0	0	1	0	1	0	0	0	0	0	| 0.001126
0	0	1	0	1	0	0	0	0	1	| 0.000869
0	0	1	0	1	0	0	0	1	0	| 0.000984
0	0	1	0	1	0	0	0	1	1	| 0.000961
0	0	1	0	1	0	0	1	0	0	| 0.000957
0	0	1	0	1	0	0	1	0	1	| 0.000936
0	0	1	0	1	0	0	1	1	0	| 0.000951
0	0	1	0	1	0	0	1	1	1	| 0.000915
0	0	1	0	1	0	1	0	0	0	| 0.000848
0	0	1	0	1	0	1	0	0	1	| 0.001098
0	0	1	0	1	0	1	0	1	0	| 0.000959
0	0	1	0	1	0	1	0	1	1	| 0.001014
0	0	1	0	1	0	1	1	0	0	| 0.001020
0	0	1	0	1	0	1	1	0	1	| 0.000833
0	0	1	0	1	0	1	1	1	0	| 0.001056
0	0	1	0	1	0	1	1	1	1	| 0.000763
0	0	1	0	1	1	0	0	0	0	| 0.000957
0	0	1	0	1	1	0	0	0	1	| 0.000846
0	0	1	0	1	1	0	0	1	0	| 0.001046
0	0	1	0	1	1	0	0	1	1	| 0.001195
0	0	1	0	1	1	0	1	0	0	| 0.001029
0	0	1	0	1	1	0	1	0	1	| 0.000824
0	0	1	0	1	1	0	1	1	0	| 0.000823
0	0	1	0	1	1	0	1	1	1	| 0.000784
0	0	1	0	1	1	1	0	0	0	| 0.000888
0	0	1	0	1	1	1	0	0	1	| 0.000842
0	0	1	0	1	1	1	0	1	0	| 0.001185
0	0	1	0	1	1	1	0	1	1	| 0.001155
0	0	1	0	1	1	1	1	0	0	| 0.000862
0	0	1	0	1	1	1	1	0	1	| 0.000888
0	0	1	0	1	1	1	1	1	0	| 0.000913
0	0	1	0	1	1	1	1	1	1	| 0.000890
0	0	1	1	0	0	0	0	0	0	| 0.001053
0	0	1	1	0	0	0	0	0	1	| 0.000909
0	0	1	1	0	0	0	0	1	0	| 0.000998
0	0	1	1	0	0	0	0	1	1	| 0.000866
0	0	1	1	0	0	0	1	0	0	| 0.001085
0	0	1	1	0	0	0	1	0	1	| 0.000900
0	0	1	1	0	0	0	1	1	0	| 0.000989
0	0	1	1	0	0	0	1	1	1	| 0.000938
0	0	1	1	0	0	1	0	0	0	| 0.001080
0	0	1	1	0	0	1	0	0	1	| 0.000938
0	0	1	1	0	0	1	0	1	0	| 0.001017
0	0	1	1	0	0	1	0	1	1	| 0.001239
0	0	1	1	0	0	1	1	0	0	| 0.000988
0	0	1	1	0	0	1	1	0	1	| 0.001037
0	0	1	1	0	0	1	1	1	0	| 0.000809
0	0	1	1	0	0	1	1	1	1	| 0.001093
0	0	1	1	0	1	0	0	0	0	| 0.000956
0	0	1	1	0	1	0	0	0	1	| 0.000866
0	0	1	1	0	1	0	0	1	0	| 0.001004
0	0	1	1	0	1	0	0	1	1	| 0.001016
0	0	1	1	0	1	0	1	0	0	| 0.000955
0	0	1	1	0	1	0	1	0	1	| 0.000805
0	0	1	1	0	1	0	1	1	0	| 0.000881
0	0	1	1	0	1	0	1	1	1	| 0.000897
0	0	1	1	0	1	1	0	0	0	| 0.001124
0	0	1	1	0	1	1	0	0	1	| 0.000902
0	0	1	1	0	1	1	0	1	0	| 0.000908
0	0	1	1	0	1	1	0	1	1	| 0.000860
0	0	1	1	0	1	1	1	0	0	| 0.001004
0	0	1	1	0	1	1	1	0	1	| 0.000948
0	0	1	1	0	1	1	1	1	0	| 0.001127
0	0	1	1	0	1	1	1	1	1	| 0.000984
0	0	1	1	1	0	0	0	0	0	| 0.000950
0	0	1	1	1	0	0	0	0	1	| 0.000972
0	0	1	1	1	0	0	0	1	0	| 0.001111
0	0	1	1	1	0	0	0	1	1	| 0.000979
0	0	1	1	1	0	0	1	0	0	| 0.000976
0	0	1	1	1	0	0	1	0	1	| 0.001108
0	0	1	1	1	0	0	1	1	0	| 0.001052
0	0	1	1	1	0	0	1	1	1	| 0.000948
0	0	1	1	1	0	1	0	0	0	| 0.000955
0	0	1	1	1	0	1	0	0	1	| 0.001190
0	0	1	1	1	0	1	0	1	0	| 0.000988
0	0	1	1	1	0	1	0	1	1	| 0.001150
0	0	1	1	1	0	1	1	0	0	| 0.000913
0	0	1	1	1	0	1	1	0	1	| 0.000731
0	0	1	1	1	0	1	1	1	0	| 0.000985
0	0	1	1	1	0	1	1	1	1	| 0.000946
0	0	1	1	1	1	0	0	0	0	| 0.001045
0	0	1	1	1	1	0	0	0	1	| 0.001107
0	0	1	1	1	1	0	0	1	0	| 0.000942
0	0	1	1	1	1	0	0	1	1	| 0.000979
0	0	1	1	1	1	0	1	0	0	| 0.000948
0	0	1	1	1	1	0	1	0	1	| 0.001032
0	0	1	1	1	1	0	1	1	0	| 0.000875
0	0	1	1	1	1	0	1	1	1	| 0.000765
0	0	1	1	1	1	1	0	0	0	| 0.000838
0	0	1	1	1	1	1	0	0	1	| 0.001095
0	0	1	1	1	1	1	0	1	0	| 0.000782
0	0	1	1	1	1	1	0	1	1	| 0.001036
0	0	1	1	1	1	1	1	0	0	| 0.000905
0	0	1	1	1	1	1	1	0	1	| 0.000923
0	0	1	1	1	1	1	1	1	0	| 0.000823
0	0	1	1	1	1	1	1	1	1	| 0.001043
0	1	0	0	0	0	0	0	0	0	| 0.000873
0	1	0	0	0	0	0	0	0	1	| 0.000875
0	1	0	0	0	0	0	0	1	0	| 0.000864
0	1	0	0	0	0	0	0	1	1	| 0.001190
0	1	0	0	0	0	0	1	0	0	| 0.000886
0	1	0	0	0	0	0	1	0	1	| 0.001038
0	1	0	0	0	0	0	1	1	0	| 0.000784
0	1	0	0	0	0	0	1	1	1	| 0.000967
0	1	0	0	0	0	1	0	0	0	| 0.001106
0	1	0	0	0	0	1	0	0	1	| 0.001161
0	1	0	0	0	0	1	0	1	0	| 0.000818
0	1	0	0	0	0	1	0	1	1	| 0.000964
0	1	0	0	0	0	1	1	0	0	| 0.000984
0	1	0	0	0	0	1	1	0	1	| 0.001116
0	1	0	0	0	0	1	1	1	0	| 0.000988
0	1	0	0	0	0	1	1	1	1	| 0.000898
0	1	0	0	0	1	0	0	0	0	| 0.000882
0	1	0	0	0	1	0	0	0	1	| 0.001011
0	1	0	0	0	1	0	0	1	0	| 0.000978
0	1	0	0	0	1	0	0	1	1	| 0.000907
0	1	0	0	0	1	0	1	0	0	| 0.001016
0	1	0	0	0	1	0	1	0	1	| 0.001177
0	1	0	0	0	1	0	1	1	0	| 0.000981
0	1	0	0	0	1	0	1	1	1	| 0.000965
0	1	0	0	0	1	1	0	0	0	| 0.000924
0	1	0	0	0	1	1	0	0	1	| 0.000891
0	1	0	0	0	1	1	0	1	0	| 0.000949
0	1	0	0	0	1	1	0	1	1	| 0.000917
0	1	0	0	0	1	1	1	0	0	| 0.001014
0	1	0	0	0	1	1	1	0	1	| 0.001000
0	1	0	0	0	1	1	1	1	0	| 0.000843
0	1	0	0	0	1	1	1	1	1	| 0.000855
0	1	0	0	1	0	0	0	0	0	| 0.000900
0	1	0	0	1	0	0	0	0	1	| 0.001038
0	1	0	0	1	0	0	0	1	0	| 0.000861
0	1	0	0	1	0	0	0	1	1	| 0.000820
0	1	0	0	1	0	0	1	0	0	| 0.001144
0	1	0	0	1	0	0	1	0	1	| 0.000818
0	1	0	0	1	0	0	1	1	0	| 0.001026
0	1	0	0	1	0	0	1	1	1	| 0.000910
0	1	0	0	1	0	1	0	0	0	| 0.000841
0	1	0	0	1	0	1	0	0	1	| 0.000786
0	1	0	0	1	0	1	0	1	0	| 0.001004
0	1	0	0	1	0	1	0	1	1	| 0.000971
0	1	0	0	1	0	1	1	0	0	| 0.000917
0	1	0	0	1	0	1	1	0	1	| 0.000866
0	1	0	0	1	0	1	1	1	0	| 0.000882
0	1	0	0	1	0	1	1	1	1	| 0.000916
0	1	0	0	1	1	0	0	0	0	| 0.000977
0	1	0	0	1	1	0	0	0	1	| 0.000990
0	1	0	0	1	1	0	0	1	0	| 0.000885
0	1	0	0	1	1	0	0	1	1	| 0.000921
0	1	0	0	1	1	0	1	0	0	| 0.000807
0	1	0	0	1	1	0	1	0	1	| 0.001278
0	1	0	0	1	1	0	1	1	0	| 0.001026
0	1	0	0	1	1	0	1	1	1	| 0.000913
0	1	0	0	1	1	1	0	0	0	| 0.001085
0	1	0	0	1	1	1	0	0	1	| 0.000678
0	1	0	0	1	1	1	0	1	0	| 0.001176
0	1	0	0	1	1	1	0	1	1	| 0.001005
0	1	0	0	1	1	1	1	0	0	| 0.000951
0	1	0	0	1	1	1	1	0	1	| 0.000944
0	1	0	0	1	1	1	1	1	0	| 0.001072
0	1	0	0	1	1	1	1	1	1	| 0.000712
0	1	0	1	0	0	0	0	0	0	| 0.001035
0	1	0	1	0	0	0	0	0	1	| 0.001109
0	1	0	1	0	0	0	0	1	0	| 0.000989
0	1	0	1	0	0	0	0	1	1	| 0.000931
0	1	0	1	0	0	0	1	0	0	| 0.001066
0	1	0	1	0	0	0	1	0	1	| 0.000863
0	1	0	1	0	0	0	1	1	0	| 0.000984
0	1	0	1	0	0	0	1	1	1	| 0.000965
0	1	0	1	0	0	1	0	0	0	| 0.000923
0	1	0	1	0	0	1	0	0	1	| 0.000822
0	1	0	1	0	0	1	0	1	0	| 0.000900
0	1	0	1	0	0	1	0	1	1	| 0.000969
0	1	0	1	0	0	1	1	0	0	| 0.000853
0	1	0	1	0	0	1	1	0	1	| 0.001014
0	1	0	1	0	0	1	1	1	0	| 0.000708
0	1	0	1	0	0	1	1	1	1	| 0.000882
0	1	0	1	0	1	0	0	0	0	| 0.000920
0	1	0	1	0	1	0	0	0	1	| 0.000890
0	1	0	1	0	1	0	0	1	0	| 0.001198
0	1	0	1	0	1	0	0	1	1	| 0.000818
0	1	0	1	0	1	0	1	0	0	| 0.000795
0	1	0	1	0	1	0	1	0	1	| 0.000873
0	1	0	1	0	1	0	1	1	0	| 0.001034
0	1	0	1	0	1	0	1	1	1	| 0.000981
0	1	0	1	0	1	1	0	0	0	| 0.000977
0	1	0	1	0	1	1	0	0	1	| 0.000898
0	1	0	1	0	1	1	0	1	0	| 0.001244
0	1	0	1	0	1	1	0	1	1	| 0.001099
0	1	0	1	0	1	1	1	0	0	| 0.000796
0	1	0	1	0	1	1	1	0	1	| 0.000949
0	1	0	1	0	1	1	1	1	0	| 0.000990
0	1	0	1	0	1	1	1	1	1	| 0.000865
0	1	0	1	1	0	0	0	0	0	| 0.000950
0	1	0	1	1	0	0	0	0	1	| 0.000984
0	1	0	1	1	0	0	0	1	0	| 0.000886
0	1	0	1	1	0	0	0	1	1	| 0.000893
0	1	0	1	1	0	0	1	0	0	| 0.000942
0	1	0	1	1	0	0	1	0	1	| 0.000994
0	1	0	1	1	0	0	1	1	0	| 0.001177
0	1	0	1	1	0	0	1	1	1	| 0.001055
0	1	0	1	1	0	1	0	0	0	| 0.000949
0	1	0	1	1	0	1	0	0	1	| 0.000931
0	1	0	1	1	0	1	0	1	0	| 0.000968
0	1	0	1	1	0	1	0	1	1	| 0.000912
0	1	0	1	1	0	1	1	0	0	| 0.000993
0	1	0	1	1	0	1	1	0	1	| 0.000924
0	1	0	1	1	0	1	1	1	0	| 0.000997
0	1	0	1	1	0	1	1	1	1	| 0.000810
0	1	0	1	1	1	0	0	0	0	| 0.001057
0	1	0	1	1	1	0	0	0	1	| 0.001002
0	1	0	1	1	1	0	0	1	0	| 0.000884
0	1	0	1	1	1	0	0	1	1	| 0.000915
0	1	0	1	1	1	0	1	0	0	| 0.000910
0	1	0	1	1	1	0	1	0	1	| 0.000805
0	1	0	1	1	1	0	1	1	0	| 0.000910
0	1	0	1	1	1	0	1	1	1	| 0.001042
0	1	0	1	1	1	1	0	0	0	| 0.000860
0	1	0	1	1	1	1	0	0	1	| 0.001089
0	1	0	1	1	1	1	0	1	0	| 0.000899
0	1	0	1	1	1	1	0	1	1	| 0.000997
0	1	0	1	1	1	1	1	0	0	| 0.000948
0	1	0	1	1	1	1	1	0	1	| 0.000842
0	1	0	1	1	1	1	1	1	0	| 0.001104
0	1	0	1	1	1	1	1	1	1	| 0.000881
0	1	1	0	0	0	0	0	0	0	| 0.001133
0	1	1	0	0	0	0	0	0	1	| 0.001005
0	1	1	0	0	0	0	0	1	0	| 0.001095
0	1	1	0	0	0	0	0	1	1	| 0.000814
0	1	1	0	0	0	0	1	0	0	| 0.001042
0	1	1	0	0	0	0	1	0	1	| 0.000797
0	1	1	0	0	0	0	1	1	0	| 0.001163
0	1	1	0	0	0	0	1	1	1	| 0.000886
0	1	1	0	0	0	1	0	0	0	| 0.001007
0	1	1	0	0	0	1	0	0	1	| 0.001083
0	1	1	0	0	0	1	0	1	0	| 0.000948
0	1	1	0	0	0	1	0	1	1	| 0.001176
0	1	1	0	0	0	1	1	0	0	| 0.001041
0	1	1	0	0	0	1	1	0	1	| 0.001246
0	1	1	0	0	0	1	1	1	0	| 0.001090
0	1	1	0	0	0	1	1	1	1	| 0.001082
0	1	1	0	0	1	0	0	0	0	| 0.000813
0	1	1	0	0	1	0	0	0	1	| 0.000910
0	1	1	0	0	1	0	0	1	0	| 0.001086
0	1	1	0	0	1	0	0	1	1	| 0.000875
0	1	1	0	0	1	0	1	0	0	| 0.000861
0	1	1	0	0	1	0	1	0	1	| 0.000875
0	1	1	0	0	1	0	1	1	0	| 0.001231
0	1	1	0	0	1	0	1	1	1	| 0.000956
0	1	1	0	0	1	1	0	0	0	| 0.001059
0	1	1	0	0	1	1	0	0	1	| 0.001228
0	1	1	0	0	1	1	0	1	0	| 0.000909
0	1	1	0	0	1	1	0	1	1	| 0.000930
0	1	1	0	0	1	1	1	0	0	| 0.001157
0	1	1	0	0	1	1	1	0	1	| 0.001035
0	1	1	0	0	1	1	1	1	0	| 0.000969
0	1	1	0	0	1	1	1	1	1	| 0.001154
0	1	1	0	1	0	0	0	0	0	| 0.000920
0	1	1	0	1	0	0	0	0	1	| 0.001198
0	1	1	0	1	0	0	0	1	0	| 0.000845
0	1	1	0	1	0	0	0	1	1	| 0.000966
0	1	1	0	1	0	0	1	0	0	| 0.000987
0	1	1	0	1	0	0	1	0	1	| 0.000979
0	1	1	0	1	0	0	1	1	0	| 0.001213
0	1	1	0	1	0	0	1	1	1	| 0.000910
0	1	1	0	1	0	1	0	0	0	| 0.001108
0	1	1	0	1	0	1	0	0	1	| 0.000821
0	1	1	0	1	0	1	0	1	0	| 0.000817
0	1	1	0	1	0	1	0	1	1	| 0.001256
0	1	1	0	1	0	1	1	0	0	| 0.000947
0	1	1	0	1	0	1	1	0	1	| 0.000989
0	1	1	0	1	0	1	1	1	0	| 0.000866
0	1	1	0	1	0	1	1	1	1	| 0.000968
0	1	1	0	1	1	0	0	0	0	| 0.000962
0	1	1	0	1	1	0	0	0	1	| 0.000955
0	1	1	0	1	1	0	0	1	0	| 0.000890
0	1	1	0	1	1	0	0	1	1	| 0.000833
0	1	1	0	1	1	0	1	0	0	| 0.000844
0	1	1	0	1	1	0	1	0	1	| 0.000905
0	1	1	0	1	1	0	1	1	0	| 0.000769
0	1	1	0	1	1	0	1	1	1	| 0.000942
0	1	1	0	1	1	1	0	0	0	| 0.000987
0	1	1	0	1	1	1	0	0	1	| 0.001030
0	1	1	0	1	1	1	0	1	0	| 0.001061
0	1	1	0	1	1	1	0	1	1	| 0.000843
0	1	1	0	1	1	1	1	0	0	| 0.000876
0	1	1	0	1	1	1	1	0	1	| 0.001069
0	1	1	0	1	1	1	1	1	0	| 0.000816
0	1	1	0	1	1	1	1	1	1	| 0.001059
0	1	1	1	0	0	0	0	0	0	| 0.000905
0	1	1	1	0	0	0	0	0	1	| 0.001059
0	1	1	1	0	0	0	0	1	0	| 0.000870
0	1	1	1	0	0	0	0	1	1	| 0.000879
0	1	1	1	0	0	0	1	0	0	| 0.000873
0	1	1	1	0	0	0	1	0	1	| 0.000764
0	1	1	1	0	0	0	1	1	0	| 0.001000
0	1	1	1	0	0	0	1	1	1	| 0.000968
0	1	1	1	0	0	1	0	0	0	| 0.001073
0	1	1	1	0	0	1	0	0	1	| 0.000897
0	1	1	1	0	0	1	0	1	0	| 0.001025
0	1	1	1	0	0	1	0	1	1	| 0.000870
0	1	1	1	0	0	1	1	0	0	| 0.000924
0	1	1	1	0	0	1	1	0	1	| 0.001133
0	1	1	1	0	0	1	1	1	0	| 0.000730
0	1	1	1	0	0	1	1	1	1	| 0.000960
0	1	1	1	0	1	0	0	0	0	| 0.000888
0	1	1	1	0	1	0	0	0	1	| 0.001028
0	1	1	1	0	1	0	0	1	0	| 0.001011
0	1	1	1	0	1	0	0	1	1	| 0.001017
0	1	1	1	0	1	0	1	0	0	| 0.000873
0	1	1	1	0	1	0	1	0	1	| 0.000910
0	1	1	1	0	1	0	1	1	0	| 0.000770
0	1	1	1	0	1	0	1	1	1	| 0.000926
0	1	1	1	0	1	1	0	0	0	| 0.000901
0	1	1	1	0	1	1	0	0	1	| 0.000973
